0, 110.0, 110.0
1, 110.0, 110.0
2, 110.0, 110.0
3, 110.0, 110.0
4, 190.0, 190.0
5, 232.0, 232.0
6, 258.0, 258.0
7, 288.0, 288.0
8, 384.0, 384.0
9, 444.0, 444.0
10, 508.0, 508.0
11, 508.0, 432.0
12, 522.0, 522.0
13, 522.0, 424.0
14, 522.0, 400.0
15, 522.0, 418.0
16, 522.0, 516.0
17, 596.0, 596.0
18, 932.0, 932.0
19, 1160.0, 1160.0
20, 1220.0, 1220.0
21, 1278.0, 1278.0
22, 1288.0, 1288.0
23, 1330.0, 1330.0
24, 1330.0, 1258.0
25, 1330.0, 1234.0
26, 1330.0, 1076.0
27, 1330.0, 1190.0
28, 1330.0, 1264.0
29, 1330.0, 1244.0
30, 1368.0, 1368.0
31, 1368.0, 1352.0
32, 1386.0, 1386.0
33, 1458.0, 1458.0
34, 1458.0, 1170.0
35, 1458.0, 1408.0
36, 1458.0, 1130.0
37, 1458.0, 1200.0
38, 1458.0, 1212.0
39, 1458.0, 1400.0
40, 1482.0, 1482.0
41, 1482.0, 1248.0
42, 1482.0, 1262.0
43, 1482.0, 1274.0
44, 1482.0, 1482.0
45, 1482.0, 1232.0
46, 1482.0, 1388.0
47, 1482.0, 1064.0
48, 1550.0, 1550.0
49, 1550.0, 1546.0
50, 1550.0, 1326.0
51, 1550.0, 1514.0
52, 1550.0, 1312.0
53, 1550.0, 1468.0
54, 1550.0, 1406.0
55, 1866.0, 1866.0
56, 1866.0, 1516.0
57, 1866.0, 1348.0
58, 1866.0, 1694.0
59, 1866.0, 1400.0
60, 1866.0, 1616.0
61, 1866.0, 1622.0
62, 1866.0, 1484.0
63, 1866.0, 1658.0
64, 1866.0, 1748.0
65, 1866.0, 1528.0
66, 1866.0, 1458.0
67, 1866.0, 1492.0
68, 1866.0, 1662.0
69, 1866.0, 1558.0
70, 1866.0, 1300.0
71, 1866.0, 1448.0
72, 1866.0, 1552.0
73, 1866.0, 1482.0
74, 1866.0, 1760.0
75, 1866.0, 1534.0
76, 1866.0, 1462.0
77, 1866.0, 1508.0
78, 1866.0, 1398.0
79, 1866.0, 1452.0
80, 1866.0, 1382.0
81, 1866.0, 1476.0
82, 1866.0, 1492.0
83, 1866.0, 1436.0
84, 1866.0, 1482.0
85, 1866.0, 1396.0
86, 1866.0, 1496.0
87, 1866.0, 1468.0
88, 1866.0, 1668.0
89, 1866.0, 1428.0
90, 1866.0, 1536.0
91, 1866.0, 1608.0
92, 1866.0, 1512.0
93, 1866.0, 1838.0
94, 1866.0, 1666.0
95, 1866.0, 1652.0
96, 1866.0, 1564.0
97, 1866.0, 1476.0
98, 1866.0, 1522.0
99, 1866.0, 1648.0
100, 1866.0, 1598.0
101, 1866.0, 1486.0
102, 1866.0, 1584.0
103, 1866.0, 1682.0
104, 1866.0, 1586.0
105, 1866.0, 1596.0
106, 1866.0, 1720.0
107, 1866.0, 1532.0
108, 1866.0, 1536.0
109, 1866.0, 1614.0
110, 1866.0, 1700.0
111, 1866.0, 1508.0
112, 1866.0, 1426.0
113, 1866.0, 1514.0
114, 1866.0, 1478.0
115, 1866.0, 1404.0
116, 1866.0, 1700.0
117, 1866.0, 1842.0
118, 1866.0, 1462.0
119, 1866.0, 1708.0
120, 1866.0, 1574.0
121, 1866.0, 1590.0
122, 1866.0, 1584.0
123, 1866.0, 1504.0
124, 1866.0, 1454.0
125, 1866.0, 1578.0
126, 1866.0, 1470.0
127, 1866.0, 1638.0
128, 1866.0, 1600.0
129, 1866.0, 1382.0
130, 1866.0, 1536.0
131, 1866.0, 1486.0
132, 1866.0, 1518.0
133, 1866.0, 1610.0
134, 1866.0, 1720.0
135, 1866.0, 1710.0
136, 1866.0, 1634.0
137, 1866.0, 1686.0
138, 1866.0, 1606.0
139, 1866.0, 1620.0
140, 1866.0, 1650.0
141, 1866.0, 1536.0
142, 1866.0, 1590.0
143, 1866.0, 1690.0
144, 1866.0, 1784.0
145, 1866.0, 1766.0
146, 1866.0, 1752.0
147, 1866.0, 1778.0
148, 1866.0, 1662.0
149, 1866.0, 1718.0
150, 1866.0, 1580.0
151, 1866.0, 1448.0
152, 1866.0, 1586.0
153, 1866.0, 1662.0
154, 1866.0, 1550.0
155, 1866.0, 1476.0
156, 1866.0, 1670.0
157, 1866.0, 1644.0
158, 1866.0, 1542.0
159, 1866.0, 1554.0
160, 1866.0, 1536.0
161, 1866.0, 1578.0
162, 1866.0, 1638.0
163, 1866.0, 1618.0
164, 1866.0, 1438.0
165, 1866.0, 1466.0
166, 1866.0, 1770.0
167, 1866.0, 1556.0
168, 1866.0, 1510.0
169, 1866.0, 1590.0
170, 1866.0, 1566.0
171, 1866.0, 1586.0
172, 1866.0, 1570.0
173, 1866.0, 1386.0
174, 1866.0, 1622.0
175, 1866.0, 1470.0
176, 1866.0, 1570.0
177, 1866.0, 1538.0
178, 1866.0, 1668.0
179, 1866.0, 1562.0
180, 1866.0, 1578.0
181, 1866.0, 1516.0
182, 1866.0, 1654.0
183, 1866.0, 1620.0
184, 1866.0, 1756.0
185, 1866.0, 1418.0
186, 1866.0, 1562.0
187, 1866.0, 1606.0
188, 1866.0, 1604.0
189, 1866.0, 1688.0
190, 1866.0, 1636.0
191, 1866.0, 1534.0
192, 1866.0, 1724.0
193, 1866.0, 1584.0
194, 1866.0, 1472.0
195, 1866.0, 1478.0
196, 1866.0, 1490.0
197, 1866.0, 1518.0
198, 1866.0, 1364.0
199, 1866.0, 1542.0
